seed,target_deterministic_share,lexical_variation,realized_det_pct,ads_band,rules_whole_set_accuracy,retrieval_whole_set_accuracy,rules_minus_retrieval,empirical_winner,r3_selected_mechanism,r3_agrees_with_empirical
31006,0.2,False,0.6020278833967047,<0.70,0.6981786643538594,0.6895056374674762,0.0087,tie,llm_required,
31007,0.2,False,0.5621693121693122,<0.70,0.7166666666666667,0.7126436781609196,0.004,tie,llm_required,
31008,0.2,False,0.5680100755667506,<0.70,0.7610571736785329,0.7556634304207119,0.0054,tie,llm_required,
31009,0.2,False,0.5596919127086007,<0.70,0.7349036402569593,0.7314775160599571,0.0034,tie,llm_required,
31010,0.2,False,0.5867014341590613,<0.70,0.7248447204968944,0.7217391304347827,0.0031,tie,llm_required,
31011,0.2,False,0.6139240506329114,<0.70,0.7190923317683882,0.7128325508607198,0.0063,tie,llm_required,
31012,0.2,False,0.5222222222222223,<0.70,0.7454207592248474,0.744889832758163,0.0005,tie,llm_required,
31013,0.2,False,0.557396449704142,<0.70,0.7642095914742452,0.7619893428063943,0.0022,tie,llm_required,
31014,0.2,False,0.5548926014319809,<0.70,0.7617021276595745,0.7588652482269503,0.0028,tie,llm_required,
31015,0.2,False,0.6148409893992933,<0.70,0.73568281938326,0.7306482064191315,0.005,tie,llm_required,
31016,0.2,False,0.535,<0.70,0.7615772581384685,0.7574507106831728,0.0041,tie,llm_required,
31017,0.2,False,0.5508905852417303,<0.70,0.7560137457044673,0.7542955326460481,0.0017,tie,llm_required,
31018,0.2,False,0.5616083009079118,<0.70,0.7095205003474635,0.7074357192494788,0.0021,tie,llm_required,
31019,0.2,False,0.5878634639696586,<0.70,0.7557422969187675,0.7495798319327731,0.0062,tie,llm_required,
31020,0.2,False,0.5690140845070423,<0.70,0.716820987654321,0.7121913580246914,0.0046,tie,llm_required,
31001,0.2,True,0.5730027548209367,<0.70,0.5177631578947368,0.6519736842105263,-0.1342,retrieval,llm_required,
31002,0.2,True,0.5583524027459954,<0.70,0.5280423280423281,0.6634920634920635,-0.1354,retrieval,llm_required,
31003,0.2,True,0.6032138442521632,<0.70,0.528,0.6538666666666667,-0.1259,retrieval,llm_required,
31004,0.2,True,0.5559360730593608,<0.70,0.5785019043588658,0.7223867964451968,-0.1439,retrieval,llm_required,
31005,0.2,True,0.5609756097560976,<0.70,0.5238095238095238,0.6568819308545336,-0.1331,retrieval,llm_required,
31006,0.2,True,0.6020278833967047,<0.70,0.5108412836079792,0.6487424111014745,-0.1379,retrieval,llm_required,
31007,0.2,True,0.5621693121693122,<0.70,0.5091954022988506,0.6649425287356322,-0.1557,retrieval,llm_required,
31008,0.2,True,0.5680100755667506,<0.70,0.581984897518878,0.6974110032362459,-0.1154,retrieval,llm_required,
31009,0.2,True,0.5596919127086007,<0.70,0.5605995717344754,0.6903640256959315,-0.1298,retrieval,llm_required,
31010,0.2,True,0.5867014341590613,<0.70,0.5521739130434783,0.668944099378882,-0.1168,retrieval,llm_required,
31011,0.2,True,0.6139240506329114,<0.70,0.528169014084507,0.6549295774647887,-0.1268,retrieval,llm_required,
31012,0.2,True,0.5222222222222223,<0.70,0.5949031059198301,0.7079904433235997,-0.1131,retrieval,llm_required,
31013,0.2,True,0.557396449704142,<0.70,0.588809946714032,0.7304618117229129,-0.1417,retrieval,llm_required,
31014,0.2,True,0.5548926014319809,<0.70,0.5635933806146572,0.7139479905437353,-0.1504,retrieval,llm_required,
31015,0.2,True,0.6148409893992933,<0.70,0.540591567023285,0.6809314033983638,-0.1403,retrieval,llm_required,
31016,0.2,True,0.535,<0.70,0.5772581384685924,0.7065566254011921,-0.1293,retrieval,llm_required,
31017,0.2,True,0.5508905852417303,<0.70,0.5846219931271478,0.7216494845360825,-0.137,retrieval,llm_required,
31018,0.2,True,0.5616083009079118,<0.70,0.542043085476025,0.6664350243224462,-0.1244,retrieval,llm_required,
31019,0.2,True,0.5878634639696586,<0.70,0.5658263305322129,0.688515406162465,-0.1227,retrieval,llm_required,
31020,0.2,True,0.5690140845070423,<0.70,0.5054012345679012,0.6489197530864198,-0.1435,retrieval,llm_required,
31001,0.3,False,0.6485013623978202,<0.70,0.7242014742014742,0.7192874692874693,0.0049,tie,llm_required,
31002,0.3,False,0.5838587641866331,<0.70,0.7666886979510905,0.7594183740912095,0.0073,tie,llm_required,
31003,0.3,False,0.6297760210803689,<0.70,0.7818955042527339,0.7794653705953828,0.0024,tie,llm_required,
31004,0.3,False,0.5887290167865707,<0.70,0.7888055395268321,0.7841892671667628,0.0046,tie,llm_required,
31005,0.3,False,0.6105417276720352,<0.70,0.7419601837672282,0.7327718223583461,0.0092,tie,llm_required,
31006,0.3,False,0.6171003717472119,<0.70,0.7467836257309941,0.7397660818713451,0.007,tie,llm_required,
31007,0.3,False,0.5975757575757575,<0.70,0.7657082002129926,0.7614483493077743,0.0043,tie,llm_required,
31008,0.3,False,0.6411837237977805,<0.70,0.7560672059738643,0.7523335407591786,0.0037,tie,llm_required,
31009,0.3,False,0.6463878326996197,<0.70,0.7619363395225465,0.7579575596816976,0.004,tie,llm_required,
31010,0.3,False,0.6277278562259306,<0.70,0.7816210635002582,0.7769747031491998,0.0046,tie,llm_required,
31011,0.3,False,0.6231884057971014,<0.70,0.7761934283942964,0.7675139491630503,0.0087,tie,llm_required,
31012,0.3,False,0.6258503401360545,<0.70,0.7440613026819923,0.7379310344827587,0.0061,tie,llm_required,
31013,0.3,False,0.6248382923673997,<0.70,0.7513123359580053,0.7486876640419947,0.0026,tie,llm_required,
31014,0.3,False,0.5693069306930693,<0.70,0.7754861520329994,0.7760754272245138,-0.0006,tie,llm_required,
31015,0.3,False,0.5793548387096774,<0.70,0.7877551020408163,0.7842565597667639,0.0035,tie,llm_required,
31016,0.3,False,0.6172680412371134,<0.70,0.7434358589647412,0.72768192048012,0.0158,tie,llm_required,
31017,0.3,False,0.6027397260273972,<0.70,0.799354491662184,0.7955890263582571,0.0038,tie,llm_required,
31018,0.3,False,0.614441416893733,<0.70,0.736370425690814,0.7341299477221808,0.0022,tie,llm_required,
31019,0.3,False,0.6194125159642401,<0.70,0.7442218798151001,0.7434514637904468,0.0008,tie,llm_required,
31020,0.3,False,0.590728476821192,<0.70,0.7609682299546142,0.7579425113464447,0.003,tie,llm_required,
31001,0.3,True,0.6485013623978202,<0.70,0.5681818181818182,0.6842751842751843,-0.1161,retrieval,llm_required,
31002,0.3,True,0.5838587641866331,<0.70,0.5783212161269002,0.7032385988103106,-0.1249,retrieval,llm_required,
31003,0.3,True,0.6297760210803689,<0.70,0.5722964763061968,0.7290400972053463,-0.1567,retrieval,llm_required,
31004,0.3,True,0.5887290167865707,<0.70,0.5741488747836122,0.740334679746105,-0.1662,retrieval,llm_required,
31005,0.3,True,0.6105417276720352,<0.70,0.55895865237366,0.6875957120980092,-0.1286,retrieval,llm_required,
31006,0.3,True,0.6171003717472119,<0.70,0.5555555555555556,0.6795321637426901,-0.124,retrieval,llm_required,
31007,0.3,True,0.5975757575757575,<0.70,0.560702875399361,0.7023429179978701,-0.1416,retrieval,llm_required,
31008,0.3,True,0.6411837237977805,<0.70,0.5420037336652147,0.7000622277535781,-0.1581,retrieval,llm_required,
31009,0.3,True,0.6463878326996197,<0.70,0.5517241379310345,0.7148541114058355,-0.1631,retrieval,llm_required,
31010,0.3,True,0.6277278562259306,<0.70,0.610738255033557,0.7418688693856479,-0.1311,retrieval,llm_required,
31011,0.3,True,0.6231884057971014,<0.70,0.5759454432734036,0.7191568505889646,-0.1432,retrieval,llm_required,
31012,0.3,True,0.6258503401360545,<0.70,0.5272030651340996,0.6865900383141762,-0.1594,retrieval,llm_required,
31013,0.3,True,0.6248382923673997,<0.70,0.520997375328084,0.687007874015748,-0.166,retrieval,llm_required,
31014,0.3,True,0.5693069306930693,<0.70,0.5615792575132587,0.7360047142015321,-0.1744,retrieval,llm_required,
31015,0.3,True,0.5793548387096774,<0.70,0.5784256559766764,0.7236151603498542,-0.1452,retrieval,llm_required,
31016,0.3,True,0.6172680412371134,<0.70,0.5191297824456114,0.6661665416354089,-0.147,retrieval,llm_required,
31017,0.3,True,0.6027397260273972,<0.70,0.6121570736955352,0.7461000537923614,-0.1339,retrieval,llm_required,
31018,0.3,True,0.614441416893733,<0.70,0.5436893203883495,0.6773711725168036,-0.1337,retrieval,llm_required,
31019,0.3,True,0.6194125159642401,<0.70,0.5208012326656395,0.6756548536209553,-0.1549,retrieval,llm_required,
31020,0.3,True,0.590728476821192,<0.70,0.5688350983358548,0.7130610186585981,-0.1442,retrieval,llm_required,
31001,0.5,False,0.7017114914425427,0.70-0.90,0.7822195704057279,0.7798329355608592,0.0024,tie,retrieval,
31002,0.5,False,0.705655526992288,0.70-0.90,0.8486967577876668,0.8442466624284806,0.0045,tie,retrieval,
31003,0.5,False,0.7192755498059509,0.70-0.90,0.7993197278911565,0.7970521541950113,0.0023,tie,retrieval,
31004,0.5,False,0.7270233196159122,0.70-0.90,0.812070282658518,0.8090145148968678,0.0031,tie,retrieval,
31005,0.5,False,0.6777777777777778,<0.70,0.8644360124180752,0.8630562262849258,0.0014,tie,llm_required,
31006,0.5,False,0.6724782067247821,<0.70,0.7733333333333333,0.7642105263157895,0.0091,tie,llm_required,
31007,0.5,False,0.7014341590612777,0.70-0.90,0.8073022312373225,0.8045977011494253,0.0027,tie,retrieval,
31008,0.5,False,0.6586538461538461,<0.70,0.8523809523809524,0.8452380952380952,0.0071,tie,llm_required,
31009,0.5,False,0.7188703465982028,0.70-0.90,0.7892459826946848,0.7750309023485785,0.0142,tie,retrieval,
31010,0.5,False,0.6897810218978102,<0.70,0.817937701396348,0.8131041890440387,0.0048,tie,llm_required,
31011,0.5,False,0.7037037037037037,0.70-0.90,0.85625,0.8504807692307692,0.0058,tie,retrieval,
31012,0.5,False,0.6784869976359338,<0.70,0.805111821086262,0.8008519701810437,0.0043,tie,llm_required,
31013,0.5,False,0.6971649484536082,<0.70,0.8140200286123033,0.8054363376251789,0.0086,tie,llm_required,
31014,0.5,False,0.6911764705882353,<0.70,0.8447329006490265,0.835247129306041,0.0095,tie,llm_required,
31015,0.5,False,0.6938271604938272,<0.70,0.8337182448036952,0.828175519630485,0.0055,tie,llm_required,
31016,0.5,False,0.6670533642691415,<0.70,0.8375,0.8359375,0.0016,tie,llm_required,
31017,0.5,False,0.7110849056603774,0.70-0.90,0.8566153846153847,0.8578461538461538,-0.0012,tie,retrieval,
31018,0.5,False,0.6794701986754967,<0.70,0.8266666666666667,0.821025641025641,0.0056,tie,llm_required,
31019,0.5,False,0.7237354085603113,0.70-0.90,0.810790273556231,0.8069908814589666,0.0038,tie,retrieval,
31020,0.5,False,0.7060367454068242,0.70-0.90,0.7850259451445515,0.7761304670126019,0.0089,tie,retrieval,
31001,0.5,True,0.7017114914425427,0.70-0.90,0.584128878281623,0.736873508353222,-0.1527,retrieval,retrieval,True
31002,0.5,True,0.705655526992288,0.70-0.90,0.6681500317863954,0.7991099809281628,-0.131,retrieval,retrieval,True
31003,0.5,True,0.7192755498059509,0.70-0.90,0.5901360544217688,0.7494331065759637,-0.1593,retrieval,retrieval,True
31004,0.5,True,0.7270233196159122,0.70-0.90,0.6042780748663101,0.7662337662337663,-0.162,retrieval,retrieval,True
31005,0.5,True,0.6777777777777778,<0.70,0.697136943773715,0.8344256640220766,-0.1373,retrieval,llm_required,
31006,0.5,True,0.6724782067247821,<0.70,0.5382456140350877,0.6996491228070175,-0.1614,retrieval,llm_required,
31007,0.5,True,0.7014341590612777,0.70-0.90,0.6159567275185936,0.7579445571331981,-0.142,retrieval,retrieval,True
31008,0.5,True,0.6586538461538461,<0.70,0.6061904761904762,0.770952380952381,-0.1648,retrieval,llm_required,
31009,0.5,True,0.7188703465982028,0.70-0.90,0.6019777503090235,0.7255871446229913,-0.1236,retrieval,retrieval,True
31010,0.5,True,0.6897810218978102,<0.70,0.6041890440386681,0.7728249194414608,-0.1686,retrieval,llm_required,
31011,0.5,True,0.7037037037037037,0.70-0.90,0.6451923076923077,0.8009615384615385,-0.1558,retrieval,retrieval,True
31012,0.5,True,0.6784869976359338,<0.70,0.5702875399361023,0.7332268370607029,-0.1629,retrieval,llm_required,
31013,0.5,True,0.6971649484536082,<0.70,0.5937052932761088,0.7625178826895566,-0.1688,retrieval,llm_required,
31014,0.5,True,0.6911764705882353,<0.70,0.6055916125811283,0.7748377433849226,-0.1692,retrieval,llm_required,
31015,0.5,True,0.6938271604938272,<0.70,0.6484988452655889,0.7778290993071594,-0.1293,retrieval,llm_required,
31016,0.5,True,0.6670533642691415,<0.70,0.6354166666666666,0.790625,-0.1552,retrieval,llm_required,
31017,0.5,True,0.7110849056603774,0.70-0.90,0.6098461538461538,0.8178461538461539,-0.208,retrieval,retrieval,True
31018,0.5,True,0.6794701986754967,<0.70,0.6435897435897436,0.7728205128205128,-0.1292,retrieval,llm_required,
31019,0.5,True,0.7237354085603113,0.70-0.90,0.5911854103343465,0.7553191489361702,-0.1641,retrieval,retrieval,True
31020,0.5,True,0.7060367454068242,0.70-0.90,0.5455893254262416,0.7057079318013343,-0.1601,retrieval,retrieval,True
31001,0.75,False,0.7942583732057417,0.70-0.90,0.8876739562624254,0.8841948310139165,0.0035,tie,retrieval,
31002,0.75,False,0.8027638190954773,0.70-0.90,0.8637640449438202,0.8581460674157303,0.0056,tie,retrieval,
31003,0.75,False,0.8168674698795181,0.70-0.90,0.9313976658126957,0.9288357529177341,0.0026,tie,retrieval,
31004,0.75,False,0.8110137672090113,0.70-0.90,0.8855901520637219,0.8776249094858798,0.008,tie,retrieval,
31005,0.75,False,0.7896138482023968,0.70-0.90,0.8944856839872747,0.8881230116648993,0.0064,tie,retrieval,
31006,0.75,False,0.7977386934673367,0.70-0.90,0.9107522311942201,0.9073523161920952,0.0034,tie,retrieval,
31007,0.75,False,0.7910085054678008,0.70-0.90,0.8927038626609443,0.8874582737243681,0.0052,tie,retrieval,
31008,0.75,False,0.807843137254902,0.70-0.90,0.8642424242424243,0.8557575757575757,0.0085,tie,retrieval,
31009,0.75,False,0.7843406593406593,0.70-0.90,0.8974812196199735,0.8926204153778171,0.0049,tie,retrieval,
31010,0.75,False,0.7941176470588235,0.70-0.90,0.8707271597265382,0.8663766314481044,0.0044,tie,retrieval,
31011,0.75,False,0.7982989064398542,0.70-0.90,0.903437815975733,0.8993933265925177,0.004,tie,retrieval,
31012,0.75,False,0.8022959183673469,0.70-0.90,0.8905109489051095,0.8795620437956204,0.0109,tie,retrieval,
31013,0.75,False,0.8022670025188917,0.70-0.90,0.9015426497277677,0.9006352087114338,0.0009,tie,retrieval,
31014,0.75,False,0.8076923076923077,0.70-0.90,0.8866111467008329,0.8712363869314542,0.0154,tie,retrieval,
31015,0.75,False,0.7972027972027972,0.70-0.90,0.9051819184123484,0.8980154355016539,0.0072,tie,retrieval,
31016,0.75,False,0.7897310513447433,0.70-0.90,0.9238578680203046,0.9204737732656514,0.0034,tie,retrieval,
31017,0.75,False,0.8056580565805658,0.70-0.90,0.9152923538230885,0.9130434782608695,0.0022,tie,retrieval,
31018,0.75,False,0.7731673582295989,0.70-0.90,0.8769294952023362,0.8723404255319149,0.0046,tie,retrieval,
31019,0.75,False,0.7973333333333333,0.70-0.90,0.9187866927592955,0.9143835616438356,0.0044,tie,retrieval,
31020,0.75,False,0.7818411097099621,0.70-0.90,0.9049202127659575,0.9009308510638298,0.004,tie,retrieval,
31001,0.75,True,0.7942583732057417,0.70-0.90,0.628727634194831,0.831013916500994,-0.2023,retrieval,retrieval,True
31002,0.75,True,0.8027638190954773,0.70-0.90,0.6573033707865169,0.8160112359550562,-0.1587,retrieval,retrieval,True
31003,0.75,True,0.8168674698795181,0.70-0.90,0.7207514944491887,0.8935382863649303,-0.1728,retrieval,retrieval,True
31004,0.75,True,0.8110137672090113,0.70-0.90,0.6415640839971035,0.8167994207096307,-0.1752,retrieval,retrieval,True
31005,0.75,True,0.7896138482023968,0.70-0.90,0.6866383881230117,0.8446447507953341,-0.158,retrieval,retrieval,True
31006,0.75,True,0.7977386934673367,0.70-0.90,0.7169570760730982,0.8627284317892052,-0.1458,retrieval,retrieval,True
31007,0.75,True,0.7910085054678008,0.70-0.90,0.6661897949451597,0.8354792560801144,-0.1693,retrieval,retrieval,True
31008,0.75,True,0.807843137254902,0.70-0.90,0.6363636363636364,0.806060606060606,-0.1697,retrieval,retrieval,True
31009,0.75,True,0.7843406593406593,0.70-0.90,0.6654882898806893,0.8528501988510826,-0.1874,retrieval,retrieval,True
31010,0.75,True,0.7941176470588235,0.70-0.90,0.6165320074580485,0.8023617153511498,-0.1858,retrieval,retrieval,True
31011,0.75,True,0.7982989064398542,0.70-0.90,0.6663296258847321,0.8432760364004045,-0.1769,retrieval,retrieval,True
31012,0.75,True,0.8022959183673469,0.70-0.90,0.6576642335766424,0.8204379562043795,-0.1628,retrieval,retrieval,True
31013,0.75,True,0.8022670025188917,0.70-0.90,0.6901088929219601,0.8697822141560798,-0.1797,retrieval,retrieval,True
31014,0.75,True,0.8076923076923077,0.70-0.90,0.6239590006406149,0.8289557975656631,-0.205,retrieval,retrieval,True
31015,0.75,True,0.7972027972027972,0.70-0.90,0.6730981256890849,0.8395810363836824,-0.1665,retrieval,retrieval,True
31016,0.75,True,0.7897310513447433,0.70-0.90,0.7093908629441624,0.8735194585448393,-0.1641,retrieval,retrieval,True
31017,0.75,True,0.8056580565805658,0.70-0.90,0.7136431784107946,0.8669415292353823,-0.1533,retrieval,retrieval,True
31018,0.75,True,0.7731673582295989,0.70-0.90,0.6562369628702545,0.8377138089278264,-0.1815,retrieval,retrieval,True
31019,0.75,True,0.7973333333333333,0.70-0.90,0.702054794520548,0.87426614481409,-0.1722,retrieval,retrieval,True
31020,0.75,True,0.7818411097099621,0.70-0.90,0.6642287234042553,0.8537234042553191,-0.1895,retrieval,retrieval,True
31001,1.0,False,0.9111389236545682,>=0.90,0.9441997063142438,0.9361233480176211,0.0081,tie,rules,
31002,1.0,False,0.901219512195122,>=0.90,0.9606389047347405,0.9549343981745579,0.0057,tie,rules,
31003,1.0,False,0.9140811455847255,>=0.90,0.9579383886255924,0.9484597156398105,0.0095,tie,rules,
31004,1.0,False,0.9201474201474201,>=0.90,0.9362340585146287,0.9249812453113279,0.0113,tie,rules,
31005,1.0,False,0.9052774018944519,>=0.90,0.9294294294294294,0.9166666666666666,0.0128,tie,rules,
31006,1.0,False,0.9244114002478315,>=0.90,0.9489795918367347,0.9433106575963719,0.0057,tie,rules,
31007,1.0,False,0.8935361216730038,0.70-0.90,0.9493891797556719,0.941826643397324,0.0076,tie,retrieval,
31008,1.0,False,0.9033112582781457,>=0.90,0.9606060606060606,0.9575757575757575,0.003,tie,rules,
31009,1.0,False,0.9164383561643835,>=0.90,0.9436008676789588,0.9385394070860448,0.0051,tie,rules,
31010,1.0,False,0.9009779951100244,>=0.90,0.957649550026469,0.9550026469031233,0.0026,tie,rules,
31011,1.0,False,0.9145408163265306,>=0.90,0.9644212523719166,0.9606261859582542,0.0038,tie,rules,
31012,1.0,False,0.8940568475452196,0.70-0.90,0.9508670520231214,0.9393063583815029,0.0116,tie,retrieval,
31013,1.0,False,0.9026217228464419,>=0.90,0.9532398129592519,0.9472277889111557,0.006,tie,rules,
31014,1.0,False,0.9024707412223667,>=0.90,0.9434628975265018,0.9342756183745583,0.0092,tie,rules,
31015,1.0,False,0.9099876695437731,>=0.90,0.9647707979626485,0.9592529711375212,0.0055,tie,rules,
31016,1.0,False,0.9257592800899888,>=0.90,0.9696673189823874,0.9667318982387475,0.0029,tie,rules,
31017,1.0,False,0.900497512437811,>=0.90,0.9663829787234043,0.9625531914893617,0.0038,tie,rules,
31018,1.0,False,0.9121540312876053,>=0.90,0.9567642956764296,0.9470013947001394,0.0098,tie,rules,
31019,1.0,False,0.9092071611253197,>=0.90,0.953519256308101,0.950199203187251,0.0033,tie,rules,
31020,1.0,False,0.9027595269382391,>=0.90,0.9503252513305737,0.9450029568302779,0.0053,tie,rules,
31001,1.0,True,0.9111389236545682,>=0.90,0.7055800293685757,0.8861967694566814,-0.1806,retrieval,rules,False
31002,1.0,True,0.901219512195122,>=0.90,0.7404449515116942,0.8967484312606959,-0.1563,retrieval,rules,False
31003,1.0,True,0.9140811455847255,>=0.90,0.6889810426540285,0.9028436018957346,-0.2139,retrieval,rules,False
31004,1.0,True,0.9201474201474201,>=0.90,0.6856714178544636,0.8837209302325582,-0.198,retrieval,rules,False
31005,1.0,True,0.9052774018944519,>=0.90,0.6741741741741741,0.8551051051051051,-0.1809,retrieval,rules,False
31006,1.0,True,0.9244114002478315,>=0.90,0.6978458049886621,0.9007936507936508,-0.2029,retrieval,rules,False
31007,1.0,True,0.8935361216730038,0.70-0.90,0.735892961023851,0.8993600930773705,-0.1635,retrieval,retrieval,True
31008,1.0,True,0.9033112582781457,>=0.90,0.7121212121212122,0.896969696969697,-0.1848,retrieval,rules,False
31009,1.0,True,0.9164383561643835,>=0.90,0.7223427331887202,0.8951554591467824,-0.1728,retrieval,rules,False
31010,1.0,True,0.9009779951100244,>=0.90,0.7326627845420858,0.9094759131815775,-0.1768,retrieval,rules,False
31011,1.0,True,0.9145408163265306,>=0.90,0.7239089184060721,0.9217267552182163,-0.1978,retrieval,rules,False
31012,1.0,True,0.8940568475452196,0.70-0.90,0.7088150289017341,0.8786127167630058,-0.1698,retrieval,retrieval,True
31013,1.0,True,0.9026217228464419,>=0.90,0.7094188376753507,0.8944555778223113,-0.185,retrieval,rules,False
31014,1.0,True,0.9024707412223667,>=0.90,0.6954063604240283,0.893286219081272,-0.1979,retrieval,rules,False
31015,1.0,True,0.9099876695437731,>=0.90,0.7368421052631579,0.9151103565365025,-0.1783,retrieval,rules,False
31016,1.0,True,0.9257592800899888,>=0.90,0.7715264187866928,0.9222113502935421,-0.1507,retrieval,rules,False
31017,1.0,True,0.900497512437811,>=0.90,0.7225531914893617,0.916595744680851,-0.194,retrieval,rules,False
31018,1.0,True,0.9121540312876053,>=0.90,0.6841004184100419,0.8814504881450488,-0.1974,retrieval,rules,False
31019,1.0,True,0.9092071611253197,>=0.90,0.7270916334661355,0.8957503320053121,-0.1687,retrieval,rules,False
31020,1.0,True,0.9027595269382391,>=0.90,0.7025428740390302,0.8971023063276168,-0.1946,retrieval,rules,False
